epoch,optimizer,sampling,q,seed,train_loss,train_acc,val_loss,val_acc,epoch_seconds,global_step,matrix_path_params,total_params
1,sgdm,rr,0,0,3.8252033600079014,0.11871151477832512,3.4139052227020263,0.1826,153.2875258922577,1015,84934656,85875556
