epoch,optimizer,sampling,q,seed,train_loss,train_acc,val_loss,val_acc,epoch_seconds,global_step,matrix_path_params,total_params
1,sgdm,us,0,0,3.818628489677542,0.12000461822660098,3.470766018295288,0.1758,152.7658896446228,1015,84934656,85875556
