epoch,optimizer,sampling,q,seed,train_loss,train_acc,val_loss,val_acc,epoch_seconds,global_step,matrix_path_params,total_params
1,muon,us,1,0,3.7441234861101425,0.1324353448275862,3.322760642242432,0.2,189.50941348075867,1015,84934656,85875556
